GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1096502809	2021-03-17 11:55:51.450343	2316	species	White-winged Dove	Zenaida asiatica			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-15	14:00:00	obsr940190	S83537805	Stationary	P21	EBIRD	55			1	1		0	1	1			Continued...--.
URN:CornellLabOfOrnithology:EBIRD:OBS1087847987	2021-03-05 08:51:44.7244	31098	species	Purple Finch	Haemorhous purpureus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18357	L12825515	P	32.3404950	-86.1835670	2021-03-05	07:49:00	obsr698531	S82790784	Stationary	P21	EBIRD	2			1	1		0	1	0			Female
URN:CornellLabOfOrnithology:EBIRD:OBS1087872579	2021-03-05 09:54:15.537412	32557	species	Brown-headed Cowbird	Molothrus ater			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-05	08:44:00	obsr665305	S82794113	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1093083771	2021-03-12 19:45:50.218787	10805	species	Downy Woodpecker	Dryobates pubescens			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-12	09:52:00	obsr1139460	S83245138	Traveling	P22	EBIRD	29	1.887		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104863532	2021-03-27 16:24:35.618856	5942	species	Wilson's Snipe	Gallinago delicata			12					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	13:07:00	obsr186678	S84214754	Traveling	P22	EBIRD	134	4.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1098799587	2021-03-24 17:10:54.721836	31361	species	Pine Siskin	Spinus pinus			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-20	09:10:00	obsr665305	S83722357	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 54 degrees mostly sunny.	
URN:CornellLabOfOrnithology:EBIRD:OBS1097673667	2021-03-19 13:16:46.878375	32557	species	Brown-headed Cowbird	Molothrus ater			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-18	15:14:00	obsr665305	S83630810	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1086084185	2021-03-16 12:54:08.114904	20373	species	Blue Jay	Cyanocitta cristata			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Cloverdale	L8498878	P	32.3583444	-86.2967749	2021-03-02	12:45:00	obsr756192	S82639126	Stationary	P21	EBIRD	15			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086617121	2021-03-03 12:19:48.759737	7338	species	Turkey Vulture	Cathartes aura			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-03	09:04:00	obsr325012	S82684550	Traveling	P22	EBIRD	92	3.953		2	1		0	1	0		Sun wind 48	
URN:CornellLabOfOrnithology:EBIRD:OBS1088881821	2021-04-02 14:48:01.790618	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2021-03-06	12:16:00	obsr183378	S82881817	Traveling	P22	EBIRD	32	0.720		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100292051	2021-03-21 19:33:50.23598	32577	species	Common Grackle	Quiscalus quiscula			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1106069930	2021-04-02 13:22:19.423058	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-27	08:40:00	obsr940190	S84314230	Stationary	P21	EBIRD	35			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100292049	2021-03-21 19:33:50.233355	32301	species	Eastern Meadowlark	Sturnella magna			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086084180	2021-03-16 12:54:08.114904	26950	species	Brown Thrasher	Toxostoma rufum			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Cloverdale	L8498878	P	32.3583444	-86.2967749	2021-03-02	12:45:00	obsr756192	S82639126	Stationary	P21	EBIRD	15			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089535907	2021-03-08 13:00:52.129293	674	species	Ruddy Duck	Oxyura jamaicensis			14					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr374184	S82938371	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1106285839	2021-04-02 13:20:05.630947	31361	species	Pine Siskin	Spinus pinus			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-29	08:04:00	obsr665305	S84328147	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 51 degrees sunny.	
URN:CornellLabOfOrnithology:EBIRD:OBS1104091511	2021-03-26 20:38:18.301697	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-26	09:20:00	obsr940190	S84156672	Stationary	P21	EBIRD	45			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104863515	2021-03-27 16:24:35.501057	6999	species	Double-crested Cormorant	Phalacrocorax auritus			50					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	13:07:00	obsr186678	S84214754	Traveling	P22	EBIRD	134	4.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090001388	2021-03-07 19:23:22.207491	27022	species	Northern Mockingbird	Mimus polyglottos			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-07	07:52:00	obsr183378	S82982418	Traveling	P22	EBIRD	51	1.127		2	1	G6381640	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089535897	2021-03-08 13:00:52.129293	20653	species	Fish Crow	Corvus ossifragus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr374184	S82938371	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087862863	2021-03-05 09:25:49.396865	20373	species	Blue Jay	Cyanocitta cristata			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			167–223 Tanglewood Trail, Montgomery US-AL 32.17434, -86.31623	L13910990	P	32.1743390	-86.3162290	2021-03-04	07:55:00	obsr743214	S82792578	Stationary	P21	EBIRD	90			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1106285834	2021-04-02 13:20:05.630947	2316	species	White-winged Dove	Zenaida asiatica			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-29	08:04:00	obsr665305	S84328147	Stationary	P21	EBIRD	10			1	1		0	1	1		Sun porch. 51 degrees sunny.	Continuing in neighborhood.
URN:CornellLabOfOrnithology:EBIRD:OBS1086789020	2021-03-03 16:54:23.896077	16233	species	Eastern Phoebe	Sayornis phoebe			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-03	15:25:00	obsr665305	S82700463	Traveling	P22	EBIRD	28	0.628		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100292029	2021-03-21 19:33:50.186408	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100268322	2021-03-21 19:33:50.160298	7334	species	Black Vulture	Coragyps atratus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096808776	2021-03-17 11:10:36.477669	20373	species	Blue Jay	Cyanocitta cristata			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Entrance Ponds	L4015014	H	32.3362785	-86.0345364	2021-03-15	14:34:00	obsr665305	S83558920	Traveling	P22	EBIRD	9	0.971		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096796610	2021-03-17 10:49:37.172209	27462	species	American Robin	Turdus migratorius			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18362	L13429970	P	32.3404940	-86.1836190	2021-03-17	09:48:00	obsr698531	S83557692	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107913555	2021-04-02 13:20:05.630947	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-31	09:30:00	obsr665305	S84454942	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088869966	2021-03-09 14:39:13.444284	32693	species	Orange-crowned Warbler	Leiothlypis celata			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-06	13:15:00	obsr940190	S82882802	Stationary	P21	EBIRD	40			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1092777650	2021-03-11 20:32:47.996906	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-11	10:35:00	obsr940190	S83221018	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086029479	2021-03-07 07:21:04.689124	33194	species	Northern Cardinal	Cardinalis cardinalis			20					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-02	09:05:00	obsr325012	S82634137	Traveling	P22	EBIRD	101	4.828		1	1		0	1	0		Rain breeze 47	
URN:CornellLabOfOrnithology:EBIRD:OBS1107603359	2021-04-02 13:20:05.630947	27031	species	Eastern Bluebird	Sialia sialis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-29	15:10:00	obsr940190	S84432964	Stationary	P21	EBIRD	30			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107093739	2021-04-02 13:20:05.630947	31733	species	Chipping Sparrow	Spizella passerina			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-30	08:22:00	obsr665305	S84390251	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1099327912	2021-03-24 17:11:12.354309	18324	species	White-eyed Vireo	Vireo griseus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-20	15:45:00	obsr940190	S83770779	Stationary	P21	EBIRD	55			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099084204	2021-03-20 15:04:34.531213	2339	species	Mourning Dove	Zenaida macroura			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			15585–15587 Woodley Rd, Montgomery US-AL (32.1630,-86.1390) Cattle feeding area	L6021419	P	32.1629910	-86.1389530	2021-03-20	13:55:00	obsr665305	S83746775	Traveling	P22	EBIRD	9	1.754		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100295667	2021-03-24 17:08:49.077559	31098	species	Purple Finch	Haemorhous purpureus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-21	07:18:00	obsr714567	S83852792	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099675937	2021-03-24 17:08:17.553806	2316	species	White-winged Dove	Zenaida asiatica			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-21	08:30:00	obsr940190	S83799141	Stationary	P21	EBIRD	35			1	1		0	1	1			Continued...
URN:CornellLabOfOrnithology:EBIRD:OBS1087872578	2021-03-05 09:54:15.536635	20373	species	Blue Jay	Cyanocitta cristata			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-05	08:44:00	obsr665305	S82794113	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1091087531	2021-03-09 11:00:22.651462	32853	species	Pine Warbler	Setophaga pinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-09	09:50:00	obsr665305	S83073880	Stationary	P21	EBIRD	9			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1097854120	2021-03-18 22:20:53.290625	297	species	Canada Goose	Branta canadensis			8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2021-03-18	09:00:00	obsr658500	S83648676	Stationary	P21	EBIRD	15			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089413578	2021-03-25 12:14:45.195882	27022	species	Northern Mockingbird	Mimus polyglottos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2021-03-07	07:09:00	obsr374184	S82925916	Traveling	P22	EBIRD	26	0.531		2	1	G6381641	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1085963002	2021-03-09 14:44:01.420369	31098	species	Purple Finch	Haemorhous purpureus			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-02	10:44:00	obsr665305	S82628520	Stationary	P21	EBIRD	12			1	1		0	1	0		Sun porch. Light rain. Feeders are particularly active this morning.	
URN:CornellLabOfOrnithology:EBIRD:OBS1092777651	2021-03-11 20:32:47.998165	27031	species	Eastern Bluebird	Sialia sialis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-11	10:35:00	obsr940190	S83221018	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096880151	2021-03-17 16:33:05.814477	31867	species	Dark-eyed Junco	Junco hyemalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr221235	S83565217	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1095719722	2021-03-16 12:24:50.470152	21225	species	Tufted Titmouse	Baeolophus bicolor			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-15	08:30:00	obsr940190	S83472285	Stationary	P21	EBIRD	30			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087847990	2021-03-05 08:51:44.731667	31084	species	House Finch	Haemorhous mexicanus			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18357	L12825515	P	32.3404950	-86.1835670	2021-03-05	07:49:00	obsr698531	S82790784	Stationary	P21	EBIRD	2			1	1		0	1	0			Female
URN:CornellLabOfOrnithology:EBIRD:OBS1089535891	2021-03-08 13:00:52.129293	21225	species	Tufted Titmouse	Baeolophus bicolor			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr374184	S82938371	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090832857	2021-03-09 14:39:13.444284	31382	species	American Goldfinch	Spinus tristis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-07	15:20:00	obsr940190	S83054530	Stationary	P21	EBIRD	20			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100292030	2021-03-21 19:33:50.187736	5311	species	American Coot	Fulica americana			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1105586094	2021-03-28 12:26:44.746834	27022	species	Northern Mockingbird	Mimus polyglottos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			146 Forest Glen Dr, Pike Road US-AL 32.34718, -86.02057	L14192460	P	32.3471810	-86.0205710	2021-03-28	10:27:00	obsr790796	S84271340	Stationary	P21	EBIRD	58			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1102926709	2021-04-02 13:26:40.311334	2316	species	White-winged Dove	Zenaida asiatica			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-25	09:16:00	obsr665305	S84060076	Stationary	P21	EBIRD	10			1	1		0	1	1		Sun porch. 68 degrees mostly cloudy.	Continuing in neighborhood.
URN:CornellLabOfOrnithology:EBIRD:OBS1087860936	2021-03-09 14:41:35.844978	31361	species	Pine Siskin	Spinus pinus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-05	07:56:00	obsr665305	S82791791	Stationary	P21	EBIRD	14			1	1		0	1	0			Continuing at feeders.
URN:CornellLabOfOrnithology:EBIRD:OBS1105149612	2021-03-27 22:14:22.485493	7092	species	Great Blue Heron	Ardea herodias			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2021-03-27	15:00:00	obsr658500	S84239293	Traveling	P22	EBIRD	45	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090001355	2021-03-08 13:18:11.744931	7338	species	Turkey Vulture	Cathartes aura			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr183378	S82982417	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086739990	2021-03-09 14:48:07.746514	31084	species	House Finch	Haemorhous mexicanus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-03	13:35:00	obsr940190	S82694748	Stationary	P21	EBIRD	25			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099709192	2021-03-24 17:08:17.553806	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-21	08:30:00	obsr940190	S83799141	Stationary	P21	EBIRD	35			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088679060	2021-03-06 11:18:31.431065	471	species	Mallard	Anas platyrhynchos			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 N, Hope Hull US-AL 32.22305, -86.39327	L13934194	P	32.2230530	-86.3932730	2021-03-06	10:05:00	obsr513580	S82861244	Traveling	P22	EBIRD	12	26.811		2	0	G6373349	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089909321	2021-03-07 17:20:14.28215	602	species	Lesser Scaup	Aythya affinis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4813–4899 Grassmere St, Montgomery US-AL (32.3112,-86.1814)	L13956596	P	32.3112200	-86.1814190	2021-03-07	15:38:00	obsr665305	S82974078	Traveling	P22	EBIRD	16	0.724		2	1		0	1	0		With Julie	
URN:CornellLabOfOrnithology:EBIRD:OBS1089909319	2021-03-07 17:20:14.27653	297	species	Canada Goose	Branta canadensis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			4813–4899 Grassmere St, Montgomery US-AL (32.3112,-86.1814)	L13956596	P	32.3112200	-86.1814190	2021-03-07	15:38:00	obsr665305	S82974078	Traveling	P22	EBIRD	16	0.724		2	1		0	1	0		With Julie	
URN:CornellLabOfOrnithology:EBIRD:OBS1097002353	2021-03-19 13:16:46.878375	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			100 Fox Hollow Rd, Montgomery US-AL 32.38115, -86.23098	L14064561	P	32.3811470	-86.2309790	2021-03-17	12:10:00	obsr221235	S83578047	Traveling	P22	EBIRD	33	2.202		2	1	G6421163	0	1	0			
